parallax,phot_g_mean_mag,bp_rp
0.057782045763700156,18.949106,0.6994705
0.2923872268726268,17.750217,0.8035641
0.611350339962591,18.471762,0.6783161
0.015386266626184532,19.122746,0.8201027
0.011455893009735481,18.692617,0.6798248
0.11057427691693066,18.835173,0.6908531
0.018094771547993486,17.673977,0.8893814
0.028127839974300854,17.860685,0.76917076
-0.07943859645112732,19.03907,0.88290596
0.15061002940933244,18.929405,0.8037014
,19.363293,
0.10429213462739324,18.80923,0.66861534
,20.254856,
0.5430465612238929,19.781784,0.8229675
0.22980242049640587,18.225168,0.8218498
0.3705350127555409,18.279707,0.6086559
0.0533260375605301,19.75454,0.8154354
0.22951597990980566,18.564884,0.72467995
-0.4122229412433964,19.624657,0.8992214
,20.77333,
-0.6814452449971545,19.531328,0.8497257
0.39200772489244257,15.718229,0.8139992
0.6932034676889218,19.274809,0.40997696
0.24087538715448192,18.441523,0.6523533
-0.07738236148438217,19.31889,0.68876266
-0.9470852414938447,18.846827,0.5911312
0.016875333157247957,20.194122,0.6864319
,17.961103,
0.6832653002246035,19.260916,0.8408756
,20.085726,
0.09026179347405919,19.683027,0.79457283
-0.20462336548361268,20.045485,
0.27135191342087717,20.048916,
0.8228857118870827,18.902473,0.6917362
0.2191824792208401,19.223349,0.6264248
-0.0446936323950982,19.44784,0.7238159
0.15870781287422875,19.722439,0.801754
0.24432622708040946,17.899984,0.7440853
-1.0462209507840388,19.80068,0.9687519
1.0993338290804828,20.013618,0.6399021
,20.733023,
0.06930789318026243,19.976175,
0.10306974957913126,19.170855,0.73444366
1.1972462178982108,20.206999,
,20.405764,
0.4607533431191439,19.644043,0.6785736
-0.1757421610452744,18.737825,0.7187424
1.6327466266018604,19.460018,0.76750755
0.7899226220381181,19.214684,0.81923103
0.9153485160983015,20.02343,1.0798779
-0.25645780737439816,19.203611,0.6676693
0.6390709055265422,19.892393,0.556036
,20.259325,1.5968304
1.1786423487951443,19.73554,0.8834324
0.0036203243980283926,20.283312,0.8949623
1.7772069771525918,20.483074,0.03431511
-0.34023245718139605,20.05827,0.56375694
0.5725650639602549,19.97311,0.93320847
,20.656836,0.93429756
0.5031790236619962,19.920824,0.6663437
0.4865505621669762,20.632622,0.9552536
,20.405819,
0.27645566900723245,20.45836,0.8356037
0.32974647410619395,20.573563,0.8159466
,20.57446,0.15900993
,20.60501,0.4011383
,20.596943,
,20.296452,
-0.5979874964527612,20.474123,0.612278
,20.701145,0.9115982
,20.492111,0.9340191
,20.658232,
,20.811857,0.66215706
3.9535305833857644,20.485807,
0.6731067009416798,20.46376,1.2220802
1.273572087211601,20.547586,0.76037025
-1.0072096183678798,20.221573,1.0045586
,20.521053,1.44417
0.24600117644983557,20.108662,0.7668743
,19.784466,1.0402088
,20.636044,1.0231762
,20.663157,
,20.594572,
-0.7345929455742054,20.382595,1.2464294
1.436637185206181,20.182467,1.0389767
,20.408209,
-0.553455865392562,20.098808,0.7192688
,20.666237,
,20.892296,
,20.97077,
,20.981436,
,20.62692,1.0413513
,20.615623,
,20.742983,
,20.755135,
0.06972824389028716,18.008558,0.6959934
0.2452449687467387,19.693727,1.3704128
0.1256207977146631,18.174221,0.6651783
,17.898947,
0.16008077372882923,18.357431,0.7555828
0.5989744648832088,15.679793,0.90152264
0.7887563332626664,19.245283,0.8008957
0.08645822033951356,13.956251,1.2104597
,20.321695,0.81321144
,20.701273,1.8086014
0.6751959512465139,19.644238,
1.6854847452337631,18.063131,2.3817997
-0.17984289051746677,18.72623,0.80698967
0.2370238311779883,19.22039,0.7724571
0.1921014475007662,18.200045,0.67742157
0.28220376066521496,19.28727,0.7304764
0.15034697255238172,18.88672,0.81905365
0.3520935698556644,19.329496,0.84178543
1.1470808935503218,19.683292,0.74936295
-0.019775385868182536,19.789234,0.8309097
0.5985508177436437,18.434147,0.8512459
0.5806959095041103,19.022049,0.8202896
0.11017385035634909,18.108274,0.7372589
0.4815233184850635,19.628567,
0.4835603165673194,18.689684,0.6713791
1.0737053220022295,19.822224,0.93717766
0.1084319232642041,19.195005,0.80503273
0.7445837210925284,19.776077,0.9092388
0.006165689311298454,19.50215,0.7514286
-0.03952292472334369,19.218138,0.7823067
-0.16244453468277945,18.162706,0.7328987
-0.09551207071230951,19.37669,
0.2639951629952803,16.603167,0.94839287
0.49439083974854703,19.632723,0.8653221
0.003384250896362774,18.849937,0.7531357
,,
0.20028086724204502,18.249916,0.71520805
-0.6262914011452214,18.618643,0.7532978
,21.268108,
0.22929491987810052,18.120266,
-5.847614396741266E-4,18.57888,0.9248104
0.6614446852197507,18.65489,0.84615326
0.5273736716748807,19.739918,0.7398777
-0.32774923401221834,18.95126,0.7270336
,20.748428,
,20.809391,
,20.202898,
0.29398679611663375,18.58643,0.6770935
-0.11548098938644051,17.98273,0.7580795
0.9278626299392143,19.401299,0.87091064
-0.14706802351100526,18.139515,0.6868992
0.20409335289782116,20.36759,
0.32843908537885,18.707314,0.6544895
0.3335069180882135,19.36952,0.6264343
0.7968304309100814,19.331394,0.6761875
0.31936754928353583,18.847733,0.68842125
0.6761240402911686,19.966549,0.8522358
,20.335407,
0.4707764983436131,19.536701,0.74986076
-0.176666838204401,19.955036,0.47175407
0.8836034918911189,19.771076,
-0.00437990958631354,19.475256,1.0885353
0.2843760650344573,19.498508,0.9474106
,20.602465,
1.4770067203382162,20.259697,1.0319977
-0.046055521624238954,20.463186,
,20.76556,0.58154106
,20.279219,1.0712929
-0.09466261726129505,20.17146,
-0.9099287594114195,20.176907,0.926672
0.5941377897064617,20.212717,
-0.9872734499128518,20.216164,1.0928745
-1.7261529591947085,20.580873,0.86245537
,20.71521,
,20.732693,1.2110844
-1.5470309657231025,20.44457,0.50613403
,20.33762,
1.2120216862017779,20.09583,0.82065964
,20.813889,
1.039767809574922,20.207747,0.24489021
-0.3269489717871933,20.223564,1.0752945
,20.748884,0.72995186
,20.627943,2.3089104
0.04984930106267921,20.54764,0.7191353
,20.425396,0.87483025
-0.2540370306051459,19.21815,0.79956436
-1.5402277585795272,20.383371,0.8904629
,20.276218,1.2080212
2.0372903250274477,20.533224,1.079464
,20.889511,0.95220184
0.11181710915292462,20.127642,0.8043232
0.0266231583172062,20.16487,0.91711044
,20.73793,0.9269562
0.01910739631558708,20.148926,0.94646263
,20.732794,0.72880745
1.551789024624673,20.49191,1.0216846
0.06317371540253693,16.27974,1.0030594
0.03706531283318785,16.910275,0.9726963
0.08504318870889124,16.773684,0.96107197
0.10597314531360222,16.149023,1.0155296
-0.06736067475577247,16.930851,0.9641838
0.5677962074836261,19.016312,1.1033993
0.6200920443199551,19.888899,0.8976383
0.1028279993522658,13.060187,1.3444214
,20.724735,0.8533993
0.11502173721944425,19.39522,0.5764904
-0.21146265302866094,19.60029,0.8311939
0.23583244354128408,18.261269,0.72076416
0.26413114743627203,18.97668,0.77998734
0.10393638571951909,18.644766,0.7037811
0.01943192820848072,19.742609,0.8940487
0.533383462674855,18.829914,0.7804165
0.02400078609903445,19.169352,0.7811527
1.0136021223328584,19.85486,0.79331017
0.5046103723982447,18.766012,0.44463348
-0.08555282541864641,18.799707,0.7937393
0.8644163053790425,19.829155,0.98257065
-0.2652944330822269,18.666899,0.6988869
0.40320924288651055,18.934677,0.7034874
0.17850255662794448,19.683964,0.7404995
-0.2864248166303194,19.65437,0.74066544
0.4625756943822629,19.122717,0.7706642
,20.664436,-0.38904
0.06498141468989699,18.143026,0.74767876
1.0734695523089939,19.834627,0.886425
0.5412809991436004,18.615206,0.7290001
-0.1280394605454112,19.490728,0.8031883
-0.12334328648337642,19.06481,0.7008953
0.2292655040365315,20.06247,
-0.03361693630373625,17.851826,0.8207722
-0.23368304508360635,19.485077,0.79234695
0.5780834860188497,20.41013,
0.9778468477192439,20.08138,0.8543167
,20.66903,
0.6272855762609295,19.015518,0.35826492
,19.44426,
,20.972916,
-0.8290482306188975,19.943794,0.93696785
0.033745137633932956,17.508406,0.868454
0.23957837710058622,18.752798,0.6988926
1.4827139086270096,20.427567,
0.1600882728249763,18.715292,0.685503
0.44268286064381024,19.467999,0.87015915
0.10222864542988568,19.859348,0.2597332
-0.6104052320470088,19.65467,0.74920464
-0.16257406510406408,19.209799,0.72372246
0.08123294348373766,19.655058,0.9581604
0.08166519024455503,19.364185,0.7429676
0.618773798018785,18.684397,0.8677521
,19.4044,0.93217087
0.4608265594987456,19.247065,0.9585247
1.1428133966036922,20.193125,
1.1248125581006603,20.424076,
0.7542434298275653,19.812504,
0.6222786305282703,20.095556,0.75112724
-0.42131775360698676,19.7723,0.77816963
-0.007558947768988121,19.544104,0.7132683
-0.7154091945767318,19.79862,0.803154
2.182901759900913,20.088966,1.0967846
1.6862899391678472,20.111727,1.0603218
1.284369879902878,20.141602,0.8154297
0.2486805744167701,19.90395,1.1136436
2.229292483239331,20.682943,0.92560005
,20.860777,-0.024045944
,20.956738,
,20.854733,1.5873318
0.29488228932328636,20.20916,
,20.787134,
0.5810575562970426,20.403025,
,20.670029,
0.297838147486863,20.184088,1.10742
0.5989903983674896,20.537954,
0.8764797879068859,20.616795,0.7069855
1.528225660880044,20.377468,1.105072
1.0371944247953986,20.510426,0.6436939
0.8770386220035652,20.326973,
,20.728653,0.51514626
0.07178819034119058,18.479086,0.6889324
0.2707827773160831,17.762733,0.8467159
0.08956695568186772,14.833548,0.8551922
-0.5800018834051429,19.406244,0.8019295
0.2263957510929375,17.425255,0.9379711
0.10117767783870239,16.747389,0.9677677
0.07955211236666633,15.278755,0.09867382
,20.095623,
0.1000010405678355,16.15074,-0.08382225
-0.16769266843943306,19.655388,0.7411442
,20.202587,
,20.92971,1.9654274
,14.780779,1.1505489
-0.004743196620343334,19.277128,0.85219765
0.3044004711468985,19.432766,0.8104019
0.18971699225229388,18.500732,0.6750221
0.5772334004963363,19.308325,
-0.2617878426351152,19.50495,0.91073227
0.288000863921249,19.7171,0.9110813
-0.046703799163628115,18.732975,0.74739265
0.39639114224120037,19.04425,0.74419403
-0.2955877160683878,19.8592,1.1483841
1.7054312916621228,19.850964,0.9497528
,20.830246,0.91368675
-0.29292273693607723,19.63241,0.7154846
0.30890599919092,18.429155,0.63308144
0.5123354868592102,20.425814,1.1442013
0.28891030961427505,18.716309,0.75598717
0.024921779278060018,19.119453,0.85245895
0.7043133101069513,19.725143,0.7920418
0.3835269388329964,19.103851,0.7314968
,20.220535,
0.8883153358290861,19.738306,0.91225815
-0.01253681224590965,18.718098,0.7682667
0.9369821848372317,19.842901,0.6712036
1.0676189871806492,19.114935,1.0371819
-0.5331467668817234,19.592676,0.98132706
0.024126805086489123,20.041542,0.8966007
0.06503400135133604,19.664211,0.8752842
-0.3332252768894112,19.046593,0.7001095
-0.006469142533836747,18.215137,0.74967957
0.1503728741271993,18.51925,
,18.176079,
0.00623461648386953,20.011124,1.1659622
0.2991076889928646,19.640425,1.1959
-0.1434021081377859,19.519373,0.7233677
-0.11776099552715986,18.4247,0.7178631
,20.56653,
0.7920960079805272,19.343254,0.68780136
0.0800142035964086,19.95887,
1.0842066939089434,19.678871,0.7639885
0.3248301847133705,19.4181,0.7696152
0.31022467494718803,18.598005,0.72797966
0.27028236784947524,18.367933,0.7090759
0.48457183573149004,19.710577,0.8552532
0.007889058116900084,18.87196,
-1.8211052807898616,18.155464,0.74378014
-1.3615158796990214,20.668043,0.7365513
-0.4278893968739082,20.38762,0.9565754
1.0072545251788174,20.221556,1.2810192
,20.82518,1.9107208
-0.7385463815201643,20.063477,0.9603462
-0.6272909054128775,19.974415,0.7772579
1.748327709079676,20.611752,1.2407684
,20.674149,0.97585297
,20.798717,
-0.12824351976227982,18.696165,0.7849388
-0.0562676170177933,18.374542,0.7066479
0.6774898579056571,20.21206,1.0397644
1.1916798592394315,20.470663,1.0180302
,20.985126,
,20.685476,2.0702095
-0.004690977041412317,20.24155,0.7383652
,20.783304,2.0022163
1.1676414676201068,18.276556,0.7291031
0.0867255277219353,19.13176,0.74676704
0.1352116905833716,15.538747,1.0291986
0.1381876271053805,16.196505,1.0061779
-1.145587062086728,19.422071,0.7623596
0.04614574714076146,15.581184,0.009117126
-0.21778694680524557,19.3356,0.7440624
,20.185863,
0.49735817181362,19.857147,0.9801502
-0.1938285333152271,18.284586,0.66861725
0.16579547432960579,17.17414,0.96617126
-0.5401337728376452,20.306726,1.0093861
-0.9301366791468102,19.681742,0.8586025
0.10717158389242601,19.419931,0.73184204
-0.014147545894939701,18.298548,0.7195587
0.2429678652549021,19.503607,0.6387634
-0.012879785778539873,19.768105,0.7785969
,18.182512,
0.04473921202906287,19.144297,0.73755836
-0.8142442193993862,19.92592,0.84711075
-0.30804040205217254,19.867579,
0.43863078597550254,18.477213,0.6479187
0.07228554068880315,18.686613,0.7207298
1.0570642967423878,19.764616,
0.42619642914828304,18.403143,0.6640148
0.1696138643007057,19.018703,0.66823196
0.2911279364051669,18.356209,0.75255203
0.0496767917325647,18.90521,0.755764
0.03443538381411565,19.486032,0.9584732
0.05012872860106704,18.911066,0.7899418
0.1091182901870118,20.11256,1.2079868
0.62984845687414,19.599495,0.69013786
0.6684904418665996,20.514256,1.2422485
-0.09285236799229127,18.599947,0.6796379
0.314022629786118,18.907732,0.75894356
0.16429104030387076,19.32895,0.87077904
0.19237198770318278,19.14359,0.6775818
,20.729416,
0.8687115838399774,19.672626,0.9210453
0.13269461564078788,19.466108,0.9438305
-0.5184287053210579,20.484821,
0.36746831708016053,18.404257,0.72255707
,20.601686,
-0.03924699365351382,17.703417,0.8060627
0.1490685041107087,19.79363,
0.8884549140019355,19.258846,0.6447525
0.268095473230079,17.627014,0.89713097
0.4903509912519876,19.932617,0.8255253
,20.083431,0.9653721
0.9696405583163826,19.828705,0.92300415
-0.2019044823835709,19.754906,0.8209896
0.1008304673870131,19.804749,0.98506165
0.2883398928048813,19.571993,0.7802601
0.2711099300637821,18.660927,0.79504204
-0.0171397557051643,18.701614,0.7226238
-0.10547170800192546,19.461401,0.7488804
-0.11555253297486605,19.7556,0.7651119
-0.721621420554081,19.244091,
0.30128904583840643,18.956358,0.66127586
-0.7475811499581517,19.86461,
0.5224759911161283,19.9983,
1.3439193617520626,20.066198,0.8894081
0.5468772722769953,19.799519,
1.0143858996843969,20.503357,1.1940708
0.5401885384914908,20.38439,2.6055794
-0.892656861889752,20.496351,0.87293243
-0.3091581839331232,19.91446,0.88986397
0.6453945929618373,20.15006,0.852335
,21.036793,0.32239914
1.5569653715733471,20.536419,1.0585861
,20.682068,0.6614971
0.05090741280130884,20.666903,1.0190277
,20.822538,0.5068207
,20.885294,1.596075
,20.416546,1.142271
0.2867422101599134,20.088182,0.6405525
-0.09582104285469425,20.851862,1.052393
,20.822315,
0.4885390848333996,20.083788,1.0788841
,20.792307,1.1546078
0.3732361698659435,20.135042,0.83460426
1.0043025511931363,20.225046,1.2320309
,20.695414,
-0.2092620345223337,20.486467,1.2902298
-0.22267161558247484,20.491995,0.8002682
-0.34691322673583924,20.49604,0.6547775
,20.748287,0.69244385
0.9520093282349609,20.498589,0.91997147
-1.0624198600492618,20.027742,0.9401436
0.15599185145800662,20.398344,0.8701649
-0.6523027003457958,20.470821,0.5189457
0.12700134383358946,20.337206,1.2009983
0.2928055801527248,19.12705,0.82030296
,20.226358,1.0955238
0.47726821634407457,18.551928,0.6591854
0.04105322537921218,17.03909,0.97512627
-0.6912685211692223,20.196507,
-0.31427417909224165,19.465912,0.7378216
0.6769600845719568,19.62329,0.9858017
-0.12606191015884174,19.017157,0.79268646
-0.48469823260053363,18.45669,0.70508385
0.03329530865323249,18.569056,0.6864433
0.16405262427086537,18.240725,0.7410488
-0.24814134561927007,20.011572,2.6989803
0.7842086134092747,19.849504,0.816309
-0.017074126604806568,18.96088,0.7255058
0.1254852555029843,16.707314,0.24259186
0.14015744834258376,18.68725,0.6994953
-1.1609549831123556,19.576498,1.0478516
0.4091647194120895,19.14362,
0.4949163380628382,19.698563,0.87381554
,20.599812,
0.9871165092996316,20.047533,0.79291916
-0.04400325573887687,19.200256,0.83477974
0.24528308291559847,18.888325,0.7749176
1.0263145418660367,20.093697,0.9470024
-0.1652405485008406,19.471928,0.64079094
-0.22889427159492484,19.33043,
-0.35669317765834424,19.282133,0.4603901
0.09907438103226933,18.095495,0.72309494
-0.11085962081693235,18.904163,0.67726326
-0.014759396989076365,19.589272,0.7791786
0.23171823251479734,19.931656,1.0701618
0.42023670420039144,19.934555,0.88119507
0.48125243339851387,20.256216,
0.054599521258138155,18.236305,0.7012863
-0.5138489564930105,19.79472,0.7571926
0.5085025582070525,19.032719,0.7186165
0.011790536005233089,17.87277,0.8109684
0.13014845770136224,20.094265,1.0808334
0.22271273651335832,19.434347,0.79351807
-0.3983942603373387,19.819937,0.7834816
0.8053318286705728,20.09756,0.78482246
-0.31004565964088254,20.414295,0.8219433
0.6529528111204387,20.007664,0.95341873
-0.8688918579035467,20.289528,0.7767811
0.9089567049538002,20.324879,0.786747
,20.747107,1.0433407
,20.672338,0.69924355
0.07108226786517678,20.393713,0.7083721
,20.331402,
,21.0471,
,20.78226,0.4886799
-0.532670356003423,20.380812,0.57424355
,20.821106,1.3475094
,21.033892,
-0.4829165849176123,20.654085,1.2779598
-0.13514639534397108,20.429369,1.3410168
-0.6608537394006864,20.236092,0.93055725
0.3026817048174861,20.383926,1.8789387
,20.5517,
,20.778162,
0.28008655212677364,20.05075,0.902689
0.5110164325021247,20.557852,0.7393131
,20.964933,1.2026978
0.0816844783230058,20.260683,3.979622
,20.921595,0.8412075
,20.950186,
-0.1252912201730313,20.337198,1.1419697
0.9264810554585319,20.176962,1.0209122
0.1563861274248035,20.634375,0.86581993
,20.805975,1.4531212
-2.901785390187378,20.83989,0.9051266
0.24532805058658852,19.878632,
,21.00998,1.3628635
,21.239641,1.4719658
0.05516438685961783,18.306885,0.7011299
-0.24019259787162958,18.593365,0.72097206
1.4911824064221477,18.938595,0.7917595
0.03297609563581867,19.433723,0.69768524
,19.926706,
0.11019449181219726,17.40751,0.96663475
-1.2764404393019868,20.623686,0.6217785
0.14058421222456538,16.19211,1.014267
-0.3281535751793976,19.662508,0.85507774
-0.12031488215612225,18.906372,0.73799515
-0.2526677394535312,19.416172,0.65805817
-0.5075064898323606,19.62277,0.76495934
-0.10191542295249456,19.339628,0.8160362
0.05489033069537359,18.39865,0.71266174
-0.17698898971956742,18.409496,0.72906685
0.2658370065505587,18.457207,0.68284035
-0.545770460062891,19.361677,0.7609501
0.40064640121916717,19.242123,0.81459045
-0.1333314840623025,19.662956,0.8262043
-0.6036245022744887,20.132011,0.97293854
-0.5065362954739744,20.860153,1.2388058
0.770411260160075,19.584118,0.7112293
0.031535292351136966,19.710155,0.8428459
1.0989919737959761,20.107622,0.81879044
0.22585230467386722,19.243229,0.757637
0.3433623250986548,19.610489,0.6560688
,20.249918,
0.24726586414072677,18.846046,0.7169094
-0.24744161507368506,19.623753,0.7938614
-0.291172686481607,20.26608,
-0.3886953434733418,19.16609,0.6588917
-0.19798262060344468,19.149515,0.72748184
-0.4186029844784023,18.93967,0.7191944
0.19685162454763389,19.791836,0.7951107
-0.9186845377276237,19.850935,0.667572
0.17991920832949673,20.494928,1.0536346
,20.615608,
,20.848696,
0.6963042329255141,20.590164,
,20.989758,1.2694016
1.3505207077970602,20.254084,0.7665062
0.0194001590306028,20.114035,0.9546547
-0.10846338823252877,20.657228,1.1519089
1.0682269082579312,20.633436,0.9289818
,20.977837,0.9358921
-1.3502149170628994,20.396997,1.0038033
,20.66623,1.19277
,20.969564,0.8950939
,20.904785,
,20.910698,0.4781704
,21.020521,1.3157082
-0.06897168059951043,17.42596,0.9287014
0.02923289178487932,16.411623,0.98324966
-0.7350964114508426,20.192228,
-0.8909436127609675,20.012426,0.8161125
0.9899965643405417,20.033737,1.2050419
-0.07642439632128645,16.945868,0.98246765
0.9558346015624511,19.431303,0.7896557
0.1250200038319968,18.069824,0.706583
0.10907826431790414,17.176956,0.9842758
-1.068868033238756,20.534006,0.7945652
0.31346337930388957,18.973068,0.7483578
0.19546115528795305,17.719685,0.8739376
0.4955543540417407,18.485638,0.7062168
-0.36972569994870813,20.072273,0.68294144
-0.35785706215079394,19.715694,0.86437225
-0.09915530704012158,19.712969,0.65042114
-0.02374812948943636,19.581783,0.9181328
0.006407327633742988,17.39106,0.96141434
0.6225433668912013,19.859327,0.95897293
-0.12147944535929782,18.28411,0.703146
0.04939027349301239,19.683867,
0.47542881671809584,19.884241,
0.6820009269356136,20.266335,1.0472126
0.5053542406628957,19.336813,0.8568649
0.18104652991509643,19.721703,1.0404911
0.42969559546826996,19.055851,0.6707363
0.20096640961710446,19.22414,0.7404556
0.6836894303915203,20.165028,0.9342594
-0.8950009573212384,20.757906,1.220377
,20.884863,1.0937634
0.35230242769619946,20.262608,0.85119057
,20.697432,1.1725636
0.6806532850156722,20.175154,0.99253845
0.4837888389791471,20.248735,1.1019344
2.7523533080300995,20.764555,0.7615948
-0.0531569245423323,19.681734,
